TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2003,11,11,20,0,41XX W 11TH AVE,West Point Grey,485518.4932,5456682.1252
Other Theft,2019,1,7,19,56,41XX W 11TH AVE,West Point Grey,485584.2158,5456689.5441
Other Theft,2007,9,11,0,49,41XX W 11TH AVE,West Point Grey,485598.8939,5456680.011
Other Theft,2015,10,11,6,35,41XX W 11TH AVE,West Point Grey,485606.9339,5456679.7996
Other Theft,2004,11,5,22,0,41XX W 12TH AVE,West Point Grey,485545.4963,5456581.1517
Other Theft,2005,3,15,0,0,41XX W 12TH AVE,West Point Grey,485602.711,5456588.9917
Other Theft,2005,7,17,19,0,41XX W 12TH AVE,West Point Grey,485647.2927,5456578.8273
Other Theft,2008,9,9,12,0,41XX W 13TH AVE,West Point Grey,485587.4487,5456487.1278
Other Theft,2013,2,28,22,30,41XX W 13TH AVE,West Point Grey,485603.6822,5456486.698
Other Theft,2010,2,14,20,30,41XX W 13TH AVE,West Point Grey,485611.799,5456486.4832
Other Theft,2017,5,15,10,30,41XX W 14TH AVE,West Point Grey,485455.0143,5456389.937
Other Theft,2004,8,11,23,30,41XX W 14TH AVE,West Point Grey,485539.8893,5456378.5833
Other Theft,2020,6,9,4,51,41XX W 15TH AVE,West Point Grey,485598.0066,5456281.6745
Other Theft,2008,11,14,16,17,41XX W 16TH AVE,West Point Grey,485455.2954,5456185.9291
Other Theft,2018,2,20,4,30,41XX W 16TH AVE,West Point Grey,485497.2796,5456185.1374
Other Theft,2012,8,19,22,54,41XX W 16TH AVE,West Point Grey,485555.363,5456184.0429
Other Theft,2007,6,3,21,0,41XX W 16TH AVE,West Point Grey,485595.3901,5456183.2884
Other Theft,2003,3,8,14,45,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2003,7,23,20,30,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2004,3,13,16,45,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2004,4,5,20,0,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2005,4,21,16,0,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2005,4,30,12,0,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2005,12,2,11,30,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2006,2,19,12,45,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2006,4,23,16,15,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2007,3,13,19,0,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2015,8,12,21,15,41XX W 4TH AVE,West Point Grey,485500.3343,5457345.9973
Other Theft,2003,2,15,15,30,41XX W 4TH AVE,West Point Grey,485532.5569,5457346.5315
Other Theft,2014,4,17,21,10,41XX W 4TH AVE,West Point Grey,485532.5569,5457346.5315
Other Theft,2004,6,28,8,30,41XX W 4TH AVE,West Point Grey,485542.1859,5457371.5773
Other Theft,2004,7,4,14,30,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2004,10,28,8,3,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2006,7,21,9,33,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2007,1,31,7,30,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2007,1,31,8,0,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2008,12,6,8,30,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2009,2,9,8,0,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2009,11,4,15,51,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2010,9,1,22,45,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2012,4,26,22,0,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2012,10,16,15,45,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2014,9,5,12,0,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2015,6,13,14,11,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2021,7,30,6,45,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Other Theft,2022,6,18,14,0,41XX W 8TH AVE,West Point Grey,485692.4739,5456979.4069
Other Theft,2003,10,27,8,0,42XX W 10TH AVE,West Point Grey,485252.2932,5456799.3969
Other Theft,2005,12,12,11,11,42XX W 10TH AVE,West Point Grey,485252.2932,5456799.3969
Other Theft,2014,6,11,13,30,42XX W 10TH AVE,West Point Grey,485412.827,5456795.2436
Other Theft,2011,3,18,17,28,42XX W 10TH AVE,West Point Grey,485432.1678,5456785.5961
Other Theft,2005,5,5,21,50,42XX W 11TH AVE,West Point Grey,485286.4481,5456686.0482
Other Theft,2017,10,10,17,39,42XX W 11TH AVE,West Point Grey,485326.6118,5456694.6809
Other Theft,2009,8,6,19,0,42XX W 11TH AVE,West Point Grey,485379.7078,5456694.004
Other Theft,2014,9,23,10,34,42XX W 11TH AVE,West Point Grey,485379.7078,5456694.004
Other Theft,2005,4,11,0,0,42XX W 11TH AVE,West Point Grey,485412.1054,5456693.5909
Other Theft,2004,12,12,3,30,42XX W 11TH AVE,West Point Grey,485436.2871,5456684.1379
Other Theft,2003,2,11,17,0,42XX W 13TH AVE,West Point Grey,485402.7951,5456482.8314
Other Theft,2011,7,6,8,15,42XX W 13TH AVE,West Point Grey,485414.9655,5456482.5209
Other Theft,2015,7,17,16,0,42XX W 14TH AVE,West Point Grey,485274.3426,5456385.5544
Other Theft,2014,7,18,12,0,42XX W 14TH AVE,West Point Grey,485290.5839,5456385.1256
Other Theft,2013,1,25,21,0,42XX W 14TH AVE,West Point Grey,485396.3939,5456391.4791
Other Theft,2021,8,25,11,0,42XX W 15TH AVE,West Point Grey,485226.7034,5456284.4067
Other Theft,2013,9,9,12,0,42XX W 15TH AVE,West Point Grey,485275.9174,5456292.2293
Other Theft,2022,6,30,17,15,42XX W 16TH AVE,West Point Grey,485292.8274,5456189.4522
Other Theft,2022,6,16,17,0,42XX W 8TH AVE,West Point Grey,485242.8043,5456982.8384
Other Theft,2003,8,14,9,30,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2004,6,20,21,15,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2004,7,27,17,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2005,7,22,21,5,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2009,7,26,17,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2009,8,1,9,20,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2010,6,12,12,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2013,6,10,20,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Other Theft,2018,6,26,20,0,43XX NW MARINE DR,West Point Grey,485144.8787,5457752.6031
Other Theft,2006,5,24,17,0,43XX NW MARINE DR,West Point Grey,485242.5966,5457683.0168
Other Theft,2006,2,19,11,0,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2006,4,23,14,0,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2008,2,21,9,30,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2008,8,6,12,0,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2009,9,27,12,0,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2013,7,21,10,30,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2014,12,11,22,25,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2015,2,15,19,58,43XX W 10TH AVE,West Point Grey,485021.2446,5456805.4399
Other Theft,2016,11,20,0,0,43XX W 10TH AVE,West Point Grey,485038.4298,5456804.9896
Other Theft,2010,1,9,16,0,43XX W 10TH AVE,West Point Grey,485041.812,5456804.9013
Other Theft,2021,2,11,11,15,43XX W 10TH AVE,West Point Grey,485047.0224,5456804.7646
Other Theft,2010,4,8,11,0,43XX W 10TH AVE,West Point Grey,485062.1401,5456795.2219
Other Theft,2004,8,28,15,0,43XX W 10TH AVE,West Point Grey,485066.4929,5456804.2551
Other Theft,2009,12,22,12,0,43XX W 10TH AVE,West Point Grey,485066.4929,5456804.2551
Other Theft,2008,1,7,16,0,43XX W 10TH AVE,West Point Grey,485070.367,5456795.0065
Other Theft,2016,1,16,13,0,43XX W 10TH AVE,West Point Grey,485074.7198,5456804.0396
Other Theft,2005,7,12,13,0,43XX W 10TH AVE,West Point Grey,485078.594,5456794.791
Other Theft,2005,4,21,11,0,43XX W 10TH AVE,West Point Grey,485082.9468,5456803.8242
Other Theft,2009,9,3,13,5,43XX W 10TH AVE,West Point Grey,485082.9468,5456803.8242
Other Theft,2014,6,4,10,41,43XX W 10TH AVE,West Point Grey,485090.9344,5456794.4679
Other Theft,2014,6,4,11,13,43XX W 10TH AVE,West Point Grey,485090.9344,5456794.4679
Other Theft,2021,1,30,0,0,43XX W 10TH AVE,West Point Grey,485094.0424,5456794.3865
Other Theft,2004,10,13,5,30,43XX W 10TH AVE,West Point Grey,485103.2749,5456794.1448
Other Theft,2009,11,20,9,41,43XX W 10TH AVE,West Point Grey,485103.2749,5456794.1448
Other Theft,2016,7,29,17,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Other Theft,2021,11,1,0,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Other Theft,2003,11,22,17,43,43XX W 10TH AVE,West Point Grey,485123.8423,5456793.6062
Other Theft,2004,9,24,18,45,43XX W 10TH AVE,West Point Grey,485123.8423,5456793.6062
Other Theft,2004,2,8,0,0,43XX W 10TH AVE,West Point Grey,485144.4097,5456793.0677
Other Theft,2009,6,27,19,30,43XX W 10TH AVE,West Point Grey,485144.4097,5456793.0677
Other Theft,2004,10,19,1,0,43XX W 10TH AVE,West Point Grey,485148.7625,5456802.1009
Other Theft,2016,10,19,13,30,43XX W 10TH AVE,West Point Grey,485163.0225,5456801.7277
Other Theft,2009,4,30,1,15,43XX W 10TH AVE,West Point Grey,485165.2164,5456801.67
Other Theft,2020,11,30,7,0,43XX W 10TH AVE,West Point Grey,485165.2164,5456801.67
Other Theft,2003,9,15,6,30,43XX W 10TH AVE,West Point Grey,485169.3299,5456801.5623
Other Theft,2003,4,2,15,50,43XX W 10TH AVE,West Point Grey,485177.3175,5456792.206
Other Theft,2003,9,9,21,30,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2004,3,27,7,44,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2004,10,10,14,50,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2004,10,14,18,0,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2004,10,29,6,30,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2004,12,6,0,0,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2005,4,17,17,5,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2005,4,21,14,35,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2005,5,29,21,20,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2005,8,9,19,55,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2005,9,25,21,45,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2006,1,31,14,40,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2006,10,31,20,21,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2007,10,19,13,15,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2008,3,4,0,30,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2016,6,7,19,25,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2020,2,9,14,15,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2018,6,25,10,8,43XX W 10TH AVE,West Point Grey,485192.8573,5456791.7994
Other Theft,2018,9,24,12,29,43XX W 10TH AVE,West Point Grey,485192.8573,5456791.7994
Other Theft,2015,5,20,17,1,43XX W 10TH AVE,West Point Grey,485206.3512,5456800.5929
Other Theft,2003,11,25,16,16,43XX W 10TH AVE,West Point Grey,485218.4523,5456791.1289
Other Theft,2005,3,27,13,30,43XX W 10TH AVE,West Point Grey,485218.4523,5456791.1289
Other Theft,2008,8,13,8,19,43XX W 10TH AVE,West Point Grey,485218.4523,5456791.1289
Other Theft,2018,10,25,16,45,43XX W 10TH AVE,West Point Grey,485222.9314,5456791.012
Other Theft,2012,12,22,11,22,43XX W 11TH AVE,West Point Grey,485018.3971,5456692.1686
Other Theft,2004,10,4,14,0,43XX W 11TH AVE,West Point Grey,485129.5504,5456698.4569
Other Theft,2007,1,30,10,0,43XX W 11TH AVE,West Point Grey,485137.5315,5456689.1046
Other Theft,2014,7,7,16,55,43XX W 11TH AVE,West Point Grey,485158.0719,5456688.5763
Other Theft,2021,3,17,3,12,43XX W 11TH AVE,West Point Grey,485173.096,5456697.337
Other Theft,2004,7,18,10,30,43XX W 12TH AVE,West Point Grey,485016.3405,5456602.6986
Other Theft,2012,3,14,0,0,43XX W 12TH AVE,West Point Grey,485016.3405,5456602.6986
Other Theft,2012,10,10,17,0,43XX W 12TH AVE,West Point Grey,485016.3405,5456602.6986
Other Theft,2013,7,17,13,30,43XX W 12TH AVE,West Point Grey,485016.3405,5456602.6986
Other Theft,2004,6,6,21,0,43XX W 12TH AVE,West Point Grey,485114.5528,5456591.2521
Other Theft,2020,8,4,1,0,43XX W 13TH AVE,West Point Grey,485073.6303,5456500.4008
Other Theft,2017,3,3,18,0,43XX W 13TH AVE,West Point Grey,485146.4082,5456498.5323
Other Theft,2019,6,27,10,39,43XX W 14TH AVE,West Point Grey,485070.9243,5456390.7498
Other Theft,2021,6,28,17,13,43XX W 14TH AVE,West Point Grey,485158.3936,5456388.5441
Other Theft,2005,4,5,19,0,43XX W 14TH AVE,West Point Grey,485207.7234,5456396.4473
Other Theft,2004,4,19,14,30,43XX W 15TH AVE,West Point Grey,485188.3473,5456285.4665
Other Theft,2003,6,3,23,50,43XX W 16TH AVE,West Point Grey,485128.7954,5456193.3753
Other Theft,2017,10,6,13,0,43XX W 2ND AVE,West Point Grey,485040.8383,5457641.6881
Other Theft,2018,6,26,9,30,43XX W 2ND AVE,West Point Grey,485040.8383,5457641.6881
Other Theft,2004,8,10,8,15,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2006,5,3,13,19,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2006,7,13,12,0,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2006,10,5,19,20,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2007,4,25,10,0,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2012,10,1,15,0,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2019,8,13,13,30,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2020,7,30,14,40,43XX W 2ND AVE,West Point Grey,485099.8022,5457630.8234
Other Theft,2004,5,13,0,0,43XX W 9TH AVE,West Point Grey,485118.3209,5456890.7438
Other Theft,2021,1,20,22,0,44XX BELMONT AVE,West Point Grey,484945.8799,5457898.5184
Other Theft,2004,4,12,1,0,44XX NW MARINE DR,West Point Grey,484853.1192,5457986.786
Other Theft,2015,7,2,18,0,44XX NW MARINE DR,West Point Grey,484853.1192,5457986.786
Other Theft,2014,7,18,23,30,44XX NW MARINE DR,West Point Grey,484909.0141,5457999.6511
Other Theft,2012,6,19,21,0,44XX NW MARINE DR,West Point Grey,484934.9106,5458014.9947
Other Theft,2016,7,16,12,0,44XX NW MARINE DR,West Point Grey,485023.0576,5458024.9062
Other Theft,2017,9,1,10,30,44XX W 10TH AVE,West Point Grey,484808.7644,5456801.7195
Other Theft,2016,5,30,18,0,44XX W 10TH AVE,West Point Grey,484813.2267,5456810.7527
Other Theft,2014,2,25,16,15,44XX W 10TH AVE,West Point Grey,484816.7359,5456810.663
Other Theft,2021,11,30,13,30,44XX W 10TH AVE,West Point Grey,484821.6853,5456810.5371
Other Theft,2010,3,29,12,29,44XX W 10TH AVE,West Point Grey,484828.8839,5456810.3534
Other Theft,2012,5,6,15,30,44XX W 10TH AVE,West Point Grey,484828.8839,5456810.3534
Other Theft,2012,11,13,13,50,44XX W 10TH AVE,West Point Grey,484828.8839,5456810.3534
Other Theft,2017,9,27,16,18,44XX W 10TH AVE,West Point Grey,484829.9109,5456801.1804
Other Theft,2006,11,24,11,4,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Other Theft,2007,5,18,17,25,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Other Theft,2008,8,2,15,15,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Other Theft,2012,8,3,16,0,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Other Theft,2014,12,5,10,30,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Other Theft,2007,11,14,18,0,44XX W 10TH AVE,West Point Grey,484836.9826,5456810.147
Other Theft,2004,10,11,17,30,44XX W 10TH AVE,West Point Grey,484844.8483,5456800.7995
Other Theft,2010,3,4,19,48,44XX W 10TH AVE,West Point Grey,484844.8483,5456800.7995
Other Theft,2003,7,10,12,30,44XX W 10TH AVE,West Point Grey,484849.1306,5456809.8373
Other Theft,2012,3,20,13,48,44XX W 10TH AVE,West Point Grey,484849.1306,5456809.8373
Other Theft,2014,2,17,19,4,44XX W 10TH AVE,West Point Grey,484849.1306,5456809.8373
Other Theft,2003,4,22,14,53,44XX W 10TH AVE,West Point Grey,484865.328,5456809.4245
Other Theft,2019,9,30,10,0,44XX W 10TH AVE,West Point Grey,484876.6663,5456809.1356
Other Theft,2012,4,9,15,30,44XX W 10TH AVE,West Point Grey,484877.476,5456809.1149
Other Theft,2018,1,18,8,45,44XX W 10TH AVE,West Point Grey,484880.6626,5456799.8867
Other Theft,2006,6,4,13,45,44XX W 10TH AVE,West Point Grey,484881.2924,5456799.8706
Other Theft,2011,2,12,16,0,44XX W 10TH AVE,West Point Grey,484881.2924,5456799.8706
Other Theft,2015,4,30,14,14,44XX W 10TH AVE,West Point Grey,484881.2924,5456799.8706
Other Theft,2016,10,13,8,30,44XX W 10TH AVE,West Point Grey,484881.2924,5456799.8706
Other Theft,2005,12,31,10,55,44XX W 10TH AVE,West Point Grey,484885.3417,5456799.7674
Other Theft,2008,6,19,16,24,44XX W 10TH AVE,West Point Grey,484885.3417,5456799.7674
Other Theft,2003,5,4,14,0,44XX W 10TH AVE,West Point Grey,484889.6241,5456808.8052
Other Theft,2003,10,5,14,0,44XX W 10TH AVE,West Point Grey,484889.6241,5456808.8052
Other Theft,2010,12,27,12,0,44XX W 10TH AVE,West Point Grey,484889.6241,5456808.8052
Other Theft,2011,11,3,17,35,44XX W 10TH AVE,West Point Grey,484893.4404,5456799.561
Other Theft,2011,6,27,12,0,44XX W 10TH AVE,West Point Grey,484893.6734,5456808.702
Other Theft,2010,2,18,17,18,44XX W 10TH AVE,West Point Grey,484897.7227,5456808.5988
Other Theft,2014,8,18,13,38,44XX W 10TH AVE,West Point Grey,484897.7227,5456808.5988
Other Theft,2016,10,22,13,0,44XX W 10TH AVE,West Point Grey,484897.7227,5456808.5988
Other Theft,2017,4,21,15,45,44XX W 10TH AVE,West Point Grey,484897.8128,5456808.5965
Other Theft,2003,1,26,21,40,44XX W 10TH AVE,West Point Grey,484905.5884,5456799.2514
Other Theft,2006,12,11,18,0,44XX W 10TH AVE,West Point Grey,484905.5884,5456799.2514
Other Theft,2014,10,14,16,40,44XX W 10TH AVE,West Point Grey,484905.5884,5456799.2514
Other Theft,2015,9,2,14,19,44XX W 10TH AVE,West Point Grey,484905.5884,5456799.2514
Other Theft,2008,10,29,12,0,44XX W 10TH AVE,West Point Grey,484905.8214,5456808.3924
Other Theft,2010,10,21,9,45,44XX W 10TH AVE,West Point Grey,484905.8214,5456808.3924
Other Theft,2018,11,14,9,29,44XX W 10TH AVE,West Point Grey,484906.0384,5456799.2398
Other Theft,2004,12,10,15,41,44XX W 10TH AVE,West Point Grey,484913.6871,5456799.045
Other Theft,2015,10,2,14,46,44XX W 10TH AVE,West Point Grey,484913.6871,5456799.045
Other Theft,2016,5,8,14,35,44XX W 10TH AVE,West Point Grey,484913.6871,5456799.045
Other Theft,2018,3,8,16,35,44XX W 10TH AVE,West Point Grey,484914.4971,5456799.0242
Other Theft,2014,10,14,15,30,44XX W 10TH AVE,West Point Grey,484917.7365,5456798.9417
Other Theft,2003,11,30,15,30,44XX W 10TH AVE,West Point Grey,484922.0188,5456807.9796
Other Theft,2014,6,9,11,27,44XX W 10TH AVE,West Point Grey,484922.0188,5456807.9796
Other Theft,2005,11,1,20,15,44XX W 10TH AVE,West Point Grey,484925.8351,5456798.7353
Other Theft,2006,2,15,2,6,44XX W 10TH AVE,West Point Grey,484925.8351,5456798.7353
Other Theft,2008,5,29,12,0,44XX W 10TH AVE,West Point Grey,484925.8351,5456798.7353
Other Theft,2009,9,10,9,0,44XX W 10TH AVE,West Point Grey,484925.8351,5456798.7353
Other Theft,2012,4,16,14,10,44XX W 10TH AVE,West Point Grey,484925.8351,5456798.7353
Other Theft,2019,5,5,13,50,44XX W 10TH AVE,West Point Grey,484927.185,5456798.7008
Other Theft,2011,2,11,17,0,44XX W 10TH AVE,West Point Grey,484930.1175,5456807.7732
Other Theft,2012,1,21,11,15,44XX W 10TH AVE,West Point Grey,484933.9338,5456798.5289
Other Theft,2013,9,12,9,0,44XX W 10TH AVE,West Point Grey,484933.9338,5456798.5289
Other Theft,2008,5,18,13,0,44XX W 10TH AVE,West Point Grey,484934.1668,5456807.67
Other Theft,2007,3,10,14,0,44XX W 10TH AVE,West Point Grey,484938.2162,5456807.5668
Other Theft,2005,1,9,14,44,44XX W 10TH AVE,West Point Grey,484946.0819,5456798.2193
Other Theft,2003,11,25,18,2,44XX W 10TH AVE,West Point Grey,484946.3148,5456807.3603
Other Theft,2007,6,19,0,0,44XX W 10TH AVE,West Point Grey,484946.3148,5456807.3603
Other Theft,2020,1,3,10,15,44XX W 10TH AVE,West Point Grey,484948.3315,5456798.1617
Other Theft,2013,6,2,15,0,44XX W 10TH AVE,West Point Grey,484950.3642,5456807.2571
Other Theft,2009,3,6,11,0,44XX W 10TH AVE,West Point Grey,484954.4135,5456807.1539
Other Theft,2012,1,19,15,41,44XX W 10TH AVE,West Point Grey,484954.4135,5456807.1539
Other Theft,2021,11,29,16,4,44XX W 10TH AVE,West Point Grey,484961.2524,5456806.9794
Other Theft,2003,11,1,16,0,44XX W 10TH AVE,West Point Grey,484962.2792,5456797.8065
